model number,number layers, number nodes, mean error, mean enzyme error, score
88.3, 24, 333, 0.2174527717239188, 0.3562997074161338, 0.5737524791400526
89.3, 18, 334, 0.2263883133904521, 0.32387993510332314, 0.5502682484937752
90.3, 16, 336, 0.2189572106746904, 0.41447137872043754, 0.6334285893951279
91.3, 22, 333, 0.24886268235617293, 0.3642847456616328, 0.6131474280178058
92.3, 32, 276, 0.19143844839440077, 0.33501109862157746, 0.5264495470159782
93.3, 24, 282, 0.12590757528503044, 0.2471724719467926, 0.37308004723182303
94.3, 24, 331, 0.20687376016769657, 0.33143889093532736, 0.538312651103024
95.3, 26, 338, 0.16981657853635343, 0.3043522613108235, 0.47416883984717695
96.3, 24, 281, 0.19697513250796014, 0.2848835713313447, 0.48185870383930485
97.3, 16, 262, 0.23129584612692966, 0.3423501128824466, 0.5736459590093763
98.3, 20, 347, 0.1688631354578017, 0.3178370447587607, 0.48670018021656236
112.3, 30, 349, 0.12711697772769925, 0.2107079769854738, 0.3378249547131731
113.3, 16, 299, 0.19692093868564015, 0.3503935714466001, 0.5473145101322403
114.3, 16, 301, 0.18901089572286675, 0.335184678789498, 0.5241955745123648
115.3, 18, 312, 0.21483812852026257, 0.4084414680123343, 0.6232795965325968
116.3, 16, 332, 0.2195668605124209, 0.40647114195590234, 0.6260380024683232
117.3, 18, 338, 0.194659396464269, 0.3295404865906048, 0.5241998830548737
118.3, 24, 279, 0.2157541009965573, 0.3281767623037153, 0.5439308633002726
119.3, 26, 301, 0.1379335888994371, 0.24401971880360782, 0.3819533077030449
120.3, 28, 285, 0.17076009073493556, 0.32391346868222465, 0.4946735594171602
121.3, 26, 281, 0.19488769547864374, 0.3000023252520714, 0.4948900207307151
122.3, 18, 332, 0.18855607304743605, 0.24762403118223458, 0.43618010422967063
123.3, 26, 328, 0.2156335192818587, 0.3506347873987711, 0.5662683066806298
